n_mfcc,model_name,accuracy,precision,recall,f1,roc_auc,train_time_sec,inference_time_ms,model_size_mb,best_params,cv_best_score
128,Linear SVM,0.7135802469135802,0.5536723163841808,0.725925925925926,0.6282051282051282,0.7838408779149519,1.9350438001565635,0.16088800970464945,0.00154876708984375,"{'C': 10, 'loss': 'hinge'}",0.6078522118091712
128,Random Forest,0.7901234567901234,0.7358490566037735,0.5777777777777777,0.6473029045643154,0.8587379972565158,72.63737129978836,89.99678299762309,2.919297218322754,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.6147093380330583
128,Extra Trees,0.8123456790123457,0.7398373983739838,0.674074074074074,0.7054263565891473,0.8642798353909464,8.754719900432974,64.89332301076502,3.370218276977539,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.6577391818355675
128,Gradient Boosting,0.8148148148148148,0.7777777777777778,0.6222222222222222,0.691358024691358,0.8620576131687242,434.350396099966,0.7975889928638935,0.13352394104003906,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.6816406330504349
128,XGBoost,0.8296296296296296,0.7426470588235294,0.7481481481481481,0.7453874538745388,0.8804389574759947,326.4980456000194,1.9718460319563749,0.2243671417236328,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'scale_pos_weight': 2, 'subsample': 0.8}",0.7012661829563238
128,LightGBM,0.854320987654321,0.8275862068965517,0.7111111111111111,0.7649402390438247,0.9025240054869683,64.84073279984295,4.524906985461712,0.5718193054199219,"{'learning_rate': 0.2, 'min_child_samples': 50, 'n_estimators': 200, 'num_leaves': 31}",0.7013058225419879
128,AdaBoost,0.7802469135802469,0.6982758620689655,0.6,0.6454183266932271,0.8312482853223594,33.06194879999384,29.795543984510005,0.10683631896972656,"{'learning_rate': 1.0, 'n_estimators': 200}",0.6079012722959486
128,Decision Tree,0.6987654320987654,0.5363128491620112,0.7111111111111111,0.6114649681528662,0.735843621399177,4.509943200275302,0.17105296719819307,0.016098976135253906,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.6022368107466946
128,K-Nearest Neighbors,0.7358024691358025,0.5886075949367089,0.6888888888888889,0.6348122866894198,0.8036213991769547,0.7424532999284565,4.416923969984055,0.80401611328125,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.6303670151036852
128,Naive Bayes,0.7160493827160493,0.6470588235294118,0.32592592592592595,0.43349753694581283,0.7289711934156378,0.16629950003698468,0.6945659685879946,0.0044918060302734375,{'var_smoothing': 1e-09},0.4582718319742541
128,MLP Neural Network,0.7925925925925926,0.6834532374100719,0.7037037037037037,0.6934306569343066,0.8578600823045267,56.908844999969006,0.5465919757261872,0.2659273147583008,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate': 'constant'}",0.6838376133570642
