n_mfcc,model_name,accuracy,precision,recall,f1,roc_auc,train_time_sec,inference_time_ms,model_size_mb,best_params,cv_best_score
64,MLP Neural Network,0.7802469135802469,0.6619718309859155,0.6962962962962963,0.6787003610108303,0.8636762688614541,31.90406779991463,0.38746397010982037,0.14534759521484375,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (128,), 'learning_rate': 'constant'}",0.6759259259259259
128,Logistic Regression,0.7111111111111111,0.5535714285714286,0.6888888888888889,0.6138613861386139,0.7888614540466392,0.28077910002321005,0.09275197982788086,0.0016765594482421875,"{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}",0.6833333333333332
128,Ridge Classifier,0.6938271604938272,0.5310734463276836,0.6962962962962963,0.6025641025641025,0.7712482853223593,0.46891829976812005,0.07840597536414862,0.001194000244140625,"{'alpha': 0.1, 'solver': 'auto'}",0.674074074074074
128,SVM (RBF),0.7950617283950617,0.6857142857142857,0.7111111111111111,0.6981818181818182,0.8622222222222223,3.227859899867326,11.473675989545882,1.0177803039550781,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.6666666666666666
128,Linear SVM,0.7135802469135802,0.5536723163841808,0.725925925925926,0.6282051282051282,0.7838408779149519,1.2638055998831987,0.08844997733831406,0.00154876708984375,"{'C': 10, 'loss': 'hinge'}",0.6944444444444445
128,Random Forest,0.7975308641975308,0.7523809523809524,0.5851851851851851,0.6583333333333333,0.8540192043895748,32.34685540013015,32.65732903033495,1.4508209228515625,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5055555555555556
128,Extra Trees,0.8123456790123457,0.7398373983739838,0.674074074074074,0.7054263565891473,0.8642798353909464,3.9506722996011376,49.36600800603628,3.370218276977539,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.5962962962962962
128,Gradient Boosting,0.8148148148148148,0.7777777777777778,0.6222222222222222,0.691358024691358,0.8620576131687242,169.96732700010762,0.4157879948616028,0.13352394104003906,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.6055555555555555
128,XGBoost,0.8222222222222222,0.7142857142857143,0.7777777777777778,0.7446808510638298,0.8821947873799726,229.1640994003974,1.3011209992691875,0.11449527740478516,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'scale_pos_weight': 2, 'subsample': 1.0}",0.6981481481481482
128,LightGBM,0.7580246913580246,0.6209150326797386,0.7037037037037037,0.6597222222222222,0.8374211248285323,34.72044579964131,2.6819320023059845,0.2844076156616211,"{'learning_rate': 0.01, 'min_child_samples': 50, 'n_estimators': 100, 'num_leaves': 31}",0.6851851851851851
128,AdaBoost,0.7802469135802469,0.6982758620689655,0.6,0.6454183266932271,0.8312482853223594,31.046093500219285,49.17041297536343,0.10683631896972656,"{'learning_rate': 1.0, 'n_estimators': 200}",0.5499999999999999
128,Decision Tree,0.6049382716049383,0.4423963133640553,0.7111111111111111,0.5454545454545454,0.6912894375857339,3.4340901002287865,0.24246603716164827,0.004960060119628906,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.6925925925925925
128,K-Nearest Neighbors,0.7358024691358025,0.5886075949367089,0.6888888888888889,0.6348122866894198,0.8036213991769547,0.5839418000541627,4.398556021042168,0.80401611328125,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.6814814814814815
128,Naive Bayes,0.7160493827160493,0.6470588235294118,0.32592592592592595,0.43349753694581283,0.7289711934156378,0.056699400302022696,0.5005509965121746,0.0044918060302734375,{'var_smoothing': 1e-09},0.3592592592592592
128,MLP Neural Network,0.7728395061728395,0.6387096774193548,0.7333333333333333,0.6827586206896552,0.8439506172839507,34.552938300184906,0.827253982424736,0.266815185546875,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate': 'constant'}",0.6777777777777779
